9247622694134321948,20550.590000
3677071359948210,18357.780000
95332397412543703,9044.640000
897590617814595423,27034.640000
65789349253600135,24195.950000
413724970431978224,20636.490000
0175612859480359453,14513.550000
38996190470636742,13153.200000
292367809052833906,4363.840000
664077464232270206,29969.450000
97439771228221100,3892.590000
686020197471851523,7138.140000
3931151307127448,22312.370000
783585835405150361,26878.900000
02918586252090894,17935.600000
2922367527888936301,20566.680000
063618580884958219,17837.510000
8352057851048055,22420.570000
3096440375145971692,32447.590000
7638114300069049028,17379.050000
9033340538949421317,13939.660000
7980785729028927235,10996.820000
9269082263333291,22815.470000
8166028370454143682,23328.400000
2132989713135475590,26642.570000
448665022510220883,22078.830000
136425758761356981,15356.000000
0249384327203302,11028.430000
6326851239968746,30762.640000
5946322865185648850,2511.140000
7539546296173808176,6558.430000
0658380893004637024,2609.080000
0067182816877381,14273.800000
71199155688630965,3450.220000
7197630486882949,16844.890000
8546444455381917,5187.000000
02263419146289285,28243.180000
75733784714144214,22146.800000
3943706719762615,14616.500000
1957613921162278,4237.420000
5226160608993399,3550.820000
65195379347808376,31829.660000
2669806615984427709,29406.280000
6591768471597013561,17822.320000
44430188009492969,25102.560000
313254160151662055,27121.190000
0799015291782830,22670.840000
003419024699240858,15200.240000
152199424335166239,25193.970000
3503756949004884,12376.070000
103457287974575246,13653.640000
1130070683752400,19727.810000
150574558024966935,18982.080000
7964193279526611006,32374.760000
0226893072876332289,22332.100000
551004443421723792,2181.960000
3984840874032546,25144.650000
3343988411577568,30650.780000
5988928596363629913,32215.150000
97553458794358348,7506.860000
32013421178133761,24294.680000
551579003722805113,5340.420000
0799383754294617739,11193.610000
940670438077308839,17453.140000
8953728452313596195,23107.910000
69143519045140425,28643.030000
02763954882406185,32109.300000
50050355416039974,12886.710000
661303231521255343,17119.650000
0171117116905568,26832.200000
7319821359952974446,1123.820000
2037370772189654383,11568.940000
5685774030598677,10413.360000
70418485851272692,7477.040000
783605832502624980,17602.840000
57755396994371580,4512.440000
889902235467056708,20486.540000
653833929932009466,2276.370000
43892730425948349,7641.210000
01188630528224054,28008.210000
0468302350700865,25339.260000
877547822801742345,1823.480000
7586540342006099729,28112.110000
0855063894434365836,7151.050000
046006640577783053,8453.650000
8341835769329962,15891.400000
74448165760592309,31367.760000
05265008430466476,13768.740000
0440565203169552,27214.460000
99715851168262537,22572.580000
217318597463393738,13748.920000
1573686741362128485,17025.080000
779995644074659021,13030.730000
4806809352782628766,14567.360000
7234374382974626,23304.350000
7172331161939422,2396.630000
876406215753799888,12225.510000
7322361626323861324,14937.920000
2023468070459753,25787.810000
985213968359427161,15139.310000
881786795343679666,6785.780000
23000447962690801,4728.050000
78486567486215558,9380.600000
06318742602522808,23032.100000
9663250582349205,200.530000
3171083331528813,24032.830000
6286363117949330890,5384.670000
7514987919800175490,2927.950000
705958366524002020,12079.100000
160933557661232671,10082.960000
4359781193104142,10724.460000
6167688509146369,22959.330000
43190996894740991,15466.150000
232676475353077734,1043.410000
76593376720349965,27719.360000
2450280373162782,12226.780000
28868827949344491,22136.360000
6380826360802532986,14686.180000
1783076121730532473,31446.010000
99608961436318373,21782.910000
5838165098033627160,6268.720000
0061620777379786739,20251.990000
808760800174573625,25234.100000
396685292567592800,9000.210000
406361609199944810,13531.210000
39634958162216098,22444.570000
1455123121792656085,17694.920000
0867476840646784039,31593.680000
6886843835385311499,28373.960000
08571044700869175,31117.680000
873585694052892794,8376.140000
27954559223720107,29679.960000
9364361303993353,31401.080000
7614796070208083,29500.830000
914088659170079644,27210.900000
822880117284710682,14137.170000
949238355051015931,30592.970000
6570367326072348131,331.930000
5015018430882885116,24059.750000
7489535364804344,6527.320000
8188198106906005691,27018.460000
981717542563880638,32524.530000
7558270794088359931,10556.660000
68688193162967276,4441.300000
0303279774346047,17687.480000
179615130510826351,21548.790000
9298471107028787434,10139.290000
6126268818375593,1053.880000
7866224460623121,29620.310000
554876187673298230,14060.520000
12415334007659730,25555.630000
4772844427306294,6875.410000
62586535129802366,8464.360000
416327768937127252,32107.280000
499112968646400876,28372.990000
31636120096976157,23645.670000
02861799560875404,31963.060000
220068117176835317,2825.290000
1428873676881443017,25033.040000
